Time,Type,Epoch,Step,Loss,Average_accuracy,R_Ankle,R_Knee,R_Hip,L_Hip,L_Knee,L_Ankle,Pelvis,Thorax,Upper_neck,Head_top,R_Wrist,R_Elbow,R_Shoulder,L_Shoulder,L_Elbow,L_Wrist
20:42:46_18.05.2019,train,[67/100],[5/6],0.00059137,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.000
20:42:58_18.05.2019,valid,[67/100],[0/6],0.00060093,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:43:09_18.05.2019,train,[68/100],[0/6],0.00053679,0.0234,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000
20:43:31_18.05.2019,train,[68/100],[1/6],0.00070823,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.250,0.000,0.125,0.000,0.000
20:43:56_18.05.2019,train,[68/100],[2/6],0.00061441,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125
20:44:18_18.05.2019,train,[68/100],[3/6],0.00062498,0.0078,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:44:43_18.05.2019,train,[68/100],[4/6],0.00074465,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000
20:44:59_18.05.2019,train,[68/100],[5/6],0.00090994,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:45:11_18.05.2019,valid,[68/100],[0/6],0.00060175,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:45:21_18.05.2019,train,[69/100],[0/6],0.00058133,0.0156,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
20:45:44_18.05.2019,train,[69/100],[1/6],0.00070466,0.0312,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000
20:46:08_18.05.2019,train,[69/100],[2/6],0.00067186,0.0312,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
20:46:31_18.05.2019,train,[69/100],[3/6],0.00065774,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000
20:46:54_18.05.2019,train,[69/100],[4/6],0.00063820,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:47:09_18.05.2019,train,[69/100],[5/6],0.00058567,0.0625,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000
20:47:21_18.05.2019,valid,[69/100],[0/6],0.00060317,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:47:31_18.05.2019,train,[70/100],[0/6],0.00074544,0.0234,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
20:47:53_18.05.2019,train,[70/100],[1/6],0.00062341,0.0312,0.000,0.000,0.000,0.250,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:48:15_18.05.2019,train,[70/100],[2/6],0.00072171,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125
20:48:38_18.05.2019,train,[70/100],[3/6],0.00061329,0.0234,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000
20:49:02_18.05.2019,train,[70/100],[4/6],0.00063674,0.0547,0.000,0.125,0.125,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.000,0.000
20:49:18_18.05.2019,train,[70/100],[5/6],0.00056921,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.500,0.000,0.000
20:49:31_18.05.2019,valid,[70/100],[0/6],0.00060416,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:49:40_18.05.2019,train,[71/100],[0/6],0.00072598,0.0547,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:50:03_18.05.2019,train,[71/100],[1/6],0.00064909,0.0078,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:50:28_18.05.2019,train,[71/100],[2/6],0.00068882,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:50:53_18.05.2019,train,[71/100],[3/6],0.00057275,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000
20:51:17_18.05.2019,train,[71/100],[4/6],0.00064562,0.0625,0.125,0.250,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000
20:51:33_18.05.2019,train,[71/100],[5/6],0.00048675,0.0625,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000
20:51:45_18.05.2019,valid,[71/100],[0/6],0.00059774,0.0156,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000
20:51:55_18.05.2019,train,[72/100],[0/6],0.00069625,0.0547,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.125
20:52:19_18.05.2019,train,[72/100],[1/6],0.00064660,0.0312,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125
20:52:43_18.05.2019,train,[72/100],[2/6],0.00065062,0.0391,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.250
20:53:06_18.05.2019,train,[72/100],[3/6],0.00068924,0.0156,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:53:31_18.05.2019,train,[72/100],[4/6],0.00065789,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:53:48_18.05.2019,train,[72/100],[5/6],0.00030353,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:54:01_18.05.2019,valid,[72/100],[0/6],0.00059574,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:54:12_18.05.2019,train,[73/100],[0/6],0.00069254,0.0391,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.125,0.000,0.000
20:54:40_18.05.2019,train,[73/100],[1/6],0.00057838,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.250,0.000,0.000,0.000,0.000
20:55:06_18.05.2019,train,[73/100],[2/6],0.00055276,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000
20:55:33_18.05.2019,train,[73/100],[3/6],0.00075763,0.0469,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.125,0.000
20:56:00_18.05.2019,train,[73/100],[4/6],0.00066047,0.0469,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.000
20:56:18_18.05.2019,train,[73/100],[5/6],0.00067503,0.0312,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:56:30_18.05.2019,valid,[73/100],[0/6],0.00059872,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:56:41_18.05.2019,train,[74/100],[0/6],0.00061716,0.0547,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.250,0.250
20:57:05_18.05.2019,train,[74/100],[1/6],0.00062293,0.0391,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.125,0.000
20:57:29_18.05.2019,train,[74/100],[2/6],0.00065534,0.0469,0.000,0.125,0.250,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
20:57:52_18.05.2019,train,[74/100],[3/6],0.00067713,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125
20:58:16_18.05.2019,train,[74/100],[4/6],0.00066136,0.0312,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000,0.000
20:58:31_18.05.2019,train,[74/100],[5/6],0.00050849,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000
20:58:44_18.05.2019,valid,[74/100],[0/6],0.00059302,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
20:58:54_18.05.2019,train,[75/100],[0/6],0.00063123,0.0547,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.125,0.125,0.000,0.000,0.000,0.000
20:59:16_18.05.2019,train,[75/100],[1/6],0.00064548,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
20:59:40_18.05.2019,train,[75/100],[2/6],0.00062802,0.0547,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000
21:00:04_18.05.2019,train,[75/100],[3/6],0.00066676,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.000,0.000,0.125
21:00:27_18.05.2019,train,[75/100],[4/6],0.00063369,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125
21:00:43_18.05.2019,train,[75/100],[5/6],0.00068173,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500
21:00:55_18.05.2019,valid,[75/100],[0/6],0.00058940,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:01:05_18.05.2019,train,[76/100],[0/6],0.00057808,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000
21:01:29_18.05.2019,train,[76/100],[1/6],0.00060092,0.0391,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
21:01:52_18.05.2019,train,[76/100],[2/6],0.00070404,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.125,0.125
21:02:16_18.05.2019,train,[76/100],[3/6],0.00067651,0.0391,0.000,0.250,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
21:02:39_18.05.2019,train,[76/100],[4/6],0.00064434,0.0469,0.000,0.125,0.000,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125
21:02:55_18.05.2019,train,[76/100],[5/6],0.00050924,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:03:07_18.05.2019,valid,[76/100],[0/6],0.00058965,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:03:17_18.05.2019,train,[77/100],[0/6],0.00068055,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
21:03:39_18.05.2019,train,[77/100],[1/6],0.00057538,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125
21:04:03_18.05.2019,train,[77/100],[2/6],0.00066879,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:04:26_18.05.2019,train,[77/100],[3/6],0.00062710,0.0391,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.125
21:04:49_18.05.2019,train,[77/100],[4/6],0.00064542,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:05:04_18.05.2019,train,[77/100],[5/6],0.00065020,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:05:16_18.05.2019,valid,[77/100],[0/6],0.00058632,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:05:27_18.05.2019,train,[78/100],[0/6],0.00058240,0.0234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.125,0.000,0.000,0.000
21:05:49_18.05.2019,train,[78/100],[1/6],0.00049820,0.0156,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:06:14_18.05.2019,train,[78/100],[2/6],0.00067929,0.0391,0.125,0.000,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000
21:06:38_18.05.2019,train,[78/100],[3/6],0.00078190,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:07:01_18.05.2019,train,[78/100],[4/6],0.00066248,0.0078,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:07:17_18.05.2019,train,[78/100],[5/6],0.00062283,0.0312,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:07:29_18.05.2019,valid,[78/100],[0/6],0.00058942,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:07:39_18.05.2019,train,[79/100],[0/6],0.00060081,0.0547,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.000,0.250,0.000,0.000
21:08:02_18.05.2019,train,[79/100],[1/6],0.00060217,0.0469,0.125,0.000,0.000,0.000,0.125,0.250,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
21:08:26_18.05.2019,train,[79/100],[2/6],0.00071810,0.0312,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
21:08:50_18.05.2019,train,[79/100],[3/6],0.00059306,0.0312,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.000
21:09:12_18.05.2019,train,[79/100],[4/6],0.00065090,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000
21:09:27_18.05.2019,train,[79/100],[5/6],0.00059974,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:09:40_18.05.2019,valid,[79/100],[0/6],0.00058523,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:09:49_18.05.2019,train,[80/100],[0/6],0.00060174,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
21:10:11_18.05.2019,train,[80/100],[1/6],0.00062307,0.0703,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.375,0.000
21:10:35_18.05.2019,train,[80/100],[2/6],0.00065410,0.0234,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125
21:10:59_18.05.2019,train,[80/100],[3/6],0.00058213,0.0391,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125
21:11:22_18.05.2019,train,[80/100],[4/6],0.00067780,0.0547,0.000,0.125,0.125,0.000,0.000,0.125,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000
21:11:37_18.05.2019,train,[80/100],[5/6],0.00084430,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000
21:11:50_18.05.2019,valid,[80/100],[0/6],0.00058284,0.0312,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:12:00_18.05.2019,train,[81/100],[0/6],0.00056910,0.0391,0.000,0.125,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250
21:12:22_18.05.2019,train,[81/100],[1/6],0.00067855,0.0469,0.000,0.000,0.250,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000
21:12:45_18.05.2019,train,[81/100],[2/6],0.00071331,0.0469,0.125,0.250,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:13:09_18.05.2019,train,[81/100],[3/6],0.00066917,0.0391,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000
21:13:30_18.05.2019,train,[81/100],[4/6],0.00060193,0.0469,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.250,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:13:45_18.05.2019,train,[81/100],[5/6],0.00036266,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
21:13:57_18.05.2019,valid,[81/100],[0/6],0.00058173,0.0312,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:14:07_18.05.2019,train,[82/100],[0/6],0.00071254,0.0469,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.125,0.125,0.000,0.000,0.000,0.000
21:14:29_18.05.2019,train,[82/100],[1/6],0.00061025,0.0312,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
21:14:53_18.05.2019,train,[82/100],[2/6],0.00060866,0.0391,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000
21:15:18_18.05.2019,train,[82/100],[3/6],0.00052810,0.0391,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.250,0.000,0.000,0.000,0.125,0.000,0.125
21:15:41_18.05.2019,train,[82/100],[4/6],0.00069216,0.0391,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125
21:15:57_18.05.2019,train,[82/100],[5/6],0.00071191,0.0000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:16:09_18.05.2019,valid,[82/100],[0/6],0.00058011,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:16:19_18.05.2019,train,[83/100],[0/6],0.00067639,0.0156,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
21:16:43_18.05.2019,train,[83/100],[1/6],0.00057761,0.0312,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:17:07_18.05.2019,train,[83/100],[2/6],0.00068079,0.0156,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
21:17:29_18.05.2019,train,[83/100],[3/6],0.00060037,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000
21:17:52_18.05.2019,train,[83/100],[4/6],0.00056808,0.0469,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.250,0.000,0.125,0.000,0.125,0.000,0.000
21:18:07_18.05.2019,train,[83/100],[5/6],0.00069466,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000
21:18:18_18.05.2019,valid,[83/100],[0/6],0.00058264,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:18:29_18.05.2019,train,[84/100],[0/6],0.00052817,0.0234,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000
21:18:52_18.05.2019,train,[84/100],[1/6],0.00065662,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000,0.000
21:19:15_18.05.2019,train,[84/100],[2/6],0.00069949,0.0703,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.125,0.125,0.125,0.125,0.000
21:19:39_18.05.2019,train,[84/100],[3/6],0.00071571,0.0312,0.000,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000
21:20:01_18.05.2019,train,[84/100],[4/6],0.00059946,0.0703,0.125,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.250,0.000,0.250
21:20:17_18.05.2019,train,[84/100],[5/6],0.00055790,0.0312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
21:20:29_18.05.2019,valid,[84/100],[0/6],0.00058264,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:20:39_18.05.2019,train,[85/100],[0/6],0.00065665,0.0156,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250
21:21:02_18.05.2019,train,[85/100],[1/6],0.00059209,0.0156,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
21:21:24_18.05.2019,train,[85/100],[2/6],0.00055566,0.0469,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.125,0.125
21:21:46_18.05.2019,train,[85/100],[3/6],0.00063885,0.0469,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.250,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:22:10_18.05.2019,train,[85/100],[4/6],0.00070511,0.0391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.375,0.000
21:22:25_18.05.2019,train,[85/100],[5/6],0.00057326,0.0312,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
21:22:37_18.05.2019,valid,[85/100],[0/6],0.00057782,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:22:48_18.05.2019,train,[86/100],[0/6],0.00055768,0.0625,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.125,0.250
21:23:11_18.05.2019,train,[86/100],[1/6],0.00065112,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000
21:23:34_18.05.2019,train,[86/100],[2/6],0.00060908,0.0234,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:23:59_18.05.2019,train,[86/100],[3/6],0.00067743,0.0391,0.125,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000
21:24:23_18.05.2019,train,[86/100],[4/6],0.00071338,0.0078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125
21:24:39_18.05.2019,train,[86/100],[5/6],0.00038453,0.0625,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000
21:24:50_18.05.2019,valid,[86/100],[0/6],0.00057311,0.0234,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000
21:24:59_18.05.2019,train,[87/100],[0/6],0.00068650,0.0469,0.000,0.125,0.125,0.125,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000,0.125
21:25:23_18.05.2019,train,[87/100],[1/6],0.00058879,0.0234,0.000,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.000,0.000
21:25:46_18.05.2019,train,[87/100],[2/6],0.00066065,0.0469,0.125,0.000,0.250,0.000,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.000
